"","E_15978_lung","D_15677_lung","E_15628_lung","B_15880_lung","D_15639_lung","B_15651_lung","C_15600_lung","E_15906_lung","B_15670_lung","D_15602_lung","A_15611_lung","F_15607_lung","E_15779_lung","E_15758_lung","D_15595_lung","E_15707_lung","A_15569_lung","A_15616_lung","C_15747_lung","A_15546_lung","E_15877_lung","C_15693_lung","B_15628_lung","B_15581_lung","E_15992_lung","E_15875_lung","B_15856_lung","E_15975_lung","F_15621_lung","E_15646_lung","B_15548_lung","E_15712_lung","C_15798_lung","E_15880_lung","D_15597_lung","D_15618_lung","E_15604_lung","B_15635_lung","E_15971_lung","C_15628_lung","E_15747_lung","B_15649_lung","E_15789_lung","F_15602_lung","E_15985_lung","E_15793_lung","C_15880_lung","E_15819_lung","B_15611_lung","E_15768_lung","E_15912_lung","D_15628_lung","E_15866_lung","E_15845_lung","C_15719_lung","E_15952_lung","E_15894_lung","B_15527_lung","E_15996_lung","A_15588_lung","B_15796_lung","B_15672_lung","C_15894_lung","D_15616_lung","C_15544_lung","F_15611_lung","D_15593_lung","A_15579_lung","E_15761_lung","B_15826_lung","B_15653_lung","E_15679_lung","E_15616_lung","E_15901_lung","E_15775_lung","A_15581_lung","B_15691_lung","B_15765_lung","E_15770_lung","D_15590_lung","D_15614_lung","E_15609_lung","C_15660_lung","B_15679_lung","E_15980_lung","B_15884_lung","B_15737_lung","E_15903_lung","B_15707_lung","E_15987_lung","E_15835_lung","A_15551_lung","D_15757_lung","E_15870_lung","C_15572_lung","D_15588_lung","D_15649_lung","A_15607_lung","F_15642_lung","E_15733_lung","E_15637_lung","D_15600_lung","B_15698_lung","E_15922_lung","A_15583_lung","E_15854_lung","E_15964_lung","E_15756_lung","C_15775_lung","E_15805_lung","E_15882_lung","B_15642_lung","E_15999_lung","A_15562_lung","B_15646_lung","E_15989_lung","E_15740_lung","C_15842_lung"
"sk__Bacteria;k__;p__Proteobacteria;c__Gammaproteobacteria;o__Cardiobacteriales",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"sk__Bacteria;k__;p__Proteobacteria;c__Gammaproteobacteria;o__Cellvibrionales",2,0,1,0,0,0,0,5,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,3,0,0,0,1,2,0,9,2,1,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,12,0,9,4,0,0,2,0,0,0,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,4,6,0
"sk__Bacteria;k__;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Chromatiaceae;g__Rheinheimera",0,0,2,4,4,0,13,0,0,0,0,0,0,0,0,3,0,23,2,0,0,3,0,0,0,0,5,0,4,1,0,0,1,0,0,0,24,0,0,3,0,0,3,3,0,0,10,1,8,0,4,1,0,0,3,4,3,5,0,4,10,11,1,0,5,2,0,0,0,2,0,2,1,0,0,0,0,3,0,0,1,4,0,1,0,2,1,0,0,0,6,0,0,5,15,0,0,0,0,0,7,0,2,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4
"sk__Bacteria;k__;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales",2,0,0,1,0,0,5,3,0,0,6,0,1,0,1,4,0,0,2,1,0,0,0,1,4,0,4,1,2,1,0,1,0,0,3,1,0,1,0,4,0,0,0,0,1,1,2,0,0,1,2,0,5,2,2,0,0,0,0,2,2,2,2,0,2,0,0,0,0,0,0,0,1,2,4,0,0,0,1,0,0,0,1,0,1,0,1,4,0,2,3,0,0,4,1,1,1,12,1,1,0,0,0,0,2,0,1,0,5,0,0,0,4,0,0,3,4,2
"sk__Bacteria;k__;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae",1,0,0,0,0,0,9,1,4,0,6,0,3,0,1,0,0,19,5,1,0,2,3,2,17,0,5,0,9,0,2,1,0,0,3,0,0,1,0,8,2,5,1,0,0,0,15,5,0,3,0,0,3,2,0,23,0,4,0,7,1,4,2,1,3,3,1,1,4,1,1,0,0,0,2,1,4,1,0,1,1,3,0,4,0,3,1,2,0,0,9,0,0,6,1,5,1,2,0,1,2,0,4,0,0,0,3,0,1,0,1,0,0,2,0,3,1,10
"sk__Bacteria;k__;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"sk__Bacteria;k__;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Erwiniaceae",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"sk__Bacteria;k__;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Erwiniaceae;g__Pantoea",0,0,0,2,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,2,0,0,3,0,6,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,0,0,0,0,0,7,0,0,1,0,0,1,0,0,12,0,0,7,23,0,0,0,0,2,1,0,0,1,0,1,0,0,3,2,8,0,0,0,0,0,2,0,0,0,0,20,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,8,0,0,0,0,0,0,0,0,5,13,0,0,0
"sk__Bacteria;k__;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Morganellaceae;g__Morganella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"sk__Bacteria;k__;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pectobacteriaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"sk__Bacteria;k__;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Yersiniaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"sk__Bacteria;k__;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"sk__Bacteria;k__;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Alcanivoracaceae;g__Alcanivorax",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"sk__Bacteria;k__;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales",1,0,3,0,0,0,0,2,0,0,0,5,1,1,1,6,0,0,0,0,0,0,0,0,1,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,3,0,0,2,0,5,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,2,0,0,0,0,0,0,0,1,3,0,0,0,3,0,3,0,1,0,0,0,0,2,0,0,2,2,0
"sk__Bacteria;k__;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae",10,0,190,3,6,0,11,10,0,0,2,9,0,0,0,105,1,33,5,0,0,2,0,0,6,0,4,20,17,109,0,172,8,0,0,0,329,0,4,101,0,0,21,11,77,278,9,13,13,14,106,0,6,4,4,39,2,38,3,10,0,28,24,0,5,6,0,0,1,2,2,7,8,2,8,0,0,0,0,0,5,28,12,29,0,5,3,55,6,621,9,0,1,5,2,0,0,0,4,374,112,0,6,89,0,5,17,0,71,8,0,0,13,4,0,10,62,10
"sk__Bacteria;k__;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Actinobacillus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"sk__Bacteria;k__;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Aggregatibacter",0,0,1,0,1,0,2,0,0,0,1,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,2,0,1,2,0,0,0,0,0,0,48,0,0,18,0,0,2,0,0,0,2,2,4,0,1,0,0,1,0,7,0,5,0,3,0,1,2,0,2,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,5,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,2,0,0,0,0,0,10,1,0,0,0,0,0,0,0,3
"sk__Bacteria;k__;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Haemophilus",2028,2,783,9,6,0,23,1114,9,0,14,829,1161,49,305,1894,0,1,14,1,1,3,5,2,4755,5,7,811,51,2089,19,1572,1,3,1,1,53,1,596,28,22,3,439,805,1030,1111,15,33,10,1092,1241,3,1917,289,13,225,123,77,1058,0,4,49,40,0,14,475,74,2,836,2,2,96,11,278,4579,2,1,5,4,1,3,9,6,15,560,5,13,1614,5,2837,477,0,1,277,4,3,1,0,430,5321,1257,0,11,3621,1,425,783,17,26,20,2,1,2072,4,0,1749,2436,96
"sk__Bacteria;k__;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Haemophilus;s__Haemophilus_haemolyticus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25,0,0,0,0,0,0,0,0,1,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"sk__Bacteria;k__;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Haemophilus;s__Haemophilus_parainfluenzae",53,0,20,0,0,0,1,32,0,0,0,17,3,0,0,27,0,0,0,0,0,0,0,0,134,0,0,4,2,7,0,18,0,0,0,0,0,0,8,1,0,0,5,8,13,3,0,0,1,11,12,0,63,8,1,5,4,2,34,0,1,0,0,0,2,2,0,0,15,0,0,0,0,3,9,0,0,0,0,0,0,0,0,1,14,0,0,26,0,38,4,0,0,20,1,0,0,0,7,46,20,0,0,18,0,1,10,0,0,0,0,0,59,0,0,36,29,0
"sk__Bacteria;k__;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Haemophilus;s__Haemophilus_sputorum",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0
"sk__Bacteria;k__;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales",0,2,6,8,0,3,12,1,1,2,0,1,1,1,3,5,2,0,0,2,3,1,7,0,0,3,10,0,1,7,1,0,0,0,12,0,0,2,1,4,0,2,1,0,2,0,0,5,12,0,5,2,8,2,2,5,5,2,0,5,9,6,4,1,2,21,3,0,1,10,1,8,2,8,1,1,0,10,0,1,1,1,0,2,1,1,1,3,4,2,6,0,14,10,4,0,3,1,0,1,9,10,6,0,3,3,1,0,3,3,0,1,1,1,1,3,0,0
"sk__Bacteria;k__;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"sk__Bacteria;k__;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter",0,0,0,1,1,0,1,0,0,0,0,3,0,0,0,1,0,4,1,0,0,0,0,0,2,1,2,0,2,1,0,0,5,0,1,0,0,1,0,1,0,0,2,1,1,0,2,2,1,0,0,0,3,3,0,3,1,0,0,1,0,2,1,0,2,0,2,0,0,2,0,0,2,0,1,0,0,4,0,0,2,2,5,0,0,1,0,0,5,0,2,0,2,1,0,1,0,0,1,0,4,0,1,0,0,2,0,0,4,1,0,0,0,0,0,0,0,0
"sk__Bacteria;k__;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Moraxella",0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,3,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,1,2,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"sk__Bacteria;k__;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Psychrobacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"sk__Bacteria;k__;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae",8,0,14,4,0,3,5,27,3,2,3,1,8,7,5,7,27,2,4,18,6,3,11,1,11,7,2,3,0,10,2,2,3,5,7,0,1,4,4,2,2,9,7,0,17,7,1,6,7,3,3,0,16,8,0,13,2,7,14,14,3,8,2,0,5,7,0,10,6,1,4,9,0,30,5,27,2,7,9,2,1,0,1,6,3,2,0,30,1,19,8,6,3,6,4,0,0,1,1,11,12,1,1,7,5,12,4,5,2,5,2,0,14,31,5,14,7,1
"sk__Bacteria;k__;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas",25716,962,12970,60955,3244,91432,67486,33275,34589,3821,70019,460,31238,39449,4749,9240,57343,69169,75308,24818,9190,52409,87802,67433,39591,25794,87961,6463,179,9285,38934,43745,79775,4786,12191,171,53928,70022,12496,81020,11329,100877,14679,621,18517,21561,81669,13807,82599,48669,24693,1353,27212,17661,74582,22189,24023,66542,14825,32379,80809,61187,97541,447,64685,4797,3693,38566,14917,66148,47397,31167,359,52027,13014,34433,59735,69303,26232,2166,322,7005,96783,89227,10742,75173,15533,43246,75787,12509,19980,5615,3172,25415,71091,684,2078,65456,266,14266,21730,15444,73544,14429,21975,9446,17501,5750,98034,22118,273,33724,20447,52551,51945,25053,22478,82765
"sk__Bacteria;k__;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas_alcaligenes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"sk__Bacteria;k__;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas_stutzeri",2,0,1,2,0,0,4,0,2,0,0,0,1,0,0,0,0,0,2,0,1,2,0,1,1,1,3,0,0,0,1,3,3,1,0,0,2,3,0,2,0,1,0,0,0,1,1,0,4,0,1,0,0,0,0,1,1,0,0,2,1,1,1,0,0,0,0,1,0,4,2,0,0,0,2,1,1,0,1,0,0,0,3,1,0,2,0,0,2,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,2,0,0,0,1
"sk__Bacteria;k__;p__Proteobacteria;c__Gammaproteobacteria;o__Thiotrichales;f__Thiotrichaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"sk__Bacteria;k__;p__Proteobacteria;c__Gammaproteobacteria;o__Vibrionales;f__Vibrionaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"sk__Bacteria;k__;p__Proteobacteria;c__Gammaproteobacteria;o__Vibrionales;f__Vibrionaceae;g__Vibrio",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"sk__Bacteria;k__;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"sk__Bacteria;k__;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae",7,5,1,1,0,1,5,1,5,0,68,1,8,3,7,1,3,13,0,29,0,0,0,3,18,3,2,0,14,0,2,4,2,0,7,0,1,3,4,1,4,2,2,1,13,11,0,2,1,7,2,0,0,0,3,0,3,5,2,0,2,2,1,7,4,1,13,17,0,3,4,0,1,2,12,1,3,0,9,10,0,0,0,0,1,1,1,2,4,7,0,11,0,3,4,60,4,241,0,2,4,1,4,8,14,0,12,3,0,0,2,0,0,11,1,9,6,0
"sk__Bacteria;k__;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae;g__Rhodanobacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"sk__Bacteria;k__;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae",0,0,0,0,1,0,3,0,0,0,2,8,0,0,0,0,0,5,0,0,8,1,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,2,0,0,2,0,0,1,0,1,2,8,0,0,1,0,0,1,0,1,0,0,2,2,2,0,1,1,0,1,0,1,0,0,0,0,3,0,0,1,2,1,0,1,0,3,0,0,1,0,1,0,1,0,0,0,1,0,0,5,0,0,3,0,2,0,0,1,0,0,0,0,3,0,0,5,0,1,0,1
"sk__Bacteria;k__;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Lysobacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"sk__Bacteria;k__;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Pseudoxanthomonas",23,0,13,52,2,87,49,26,34,1,82,1,27,31,3,7,70,74,62,19,7,36,77,41,34,27,82,3,0,8,33,30,52,4,9,0,39,65,9,79,8,87,20,2,20,20,66,8,47,43,16,2,22,11,62,20,19,69,17,16,62,46,85,2,45,2,3,48,13,47,34,21,0,41,16,30,46,61,28,1,1,7,75,76,9,61,13,48,56,9,17,7,1,24,48,1,3,88,0,13,17,19,62,10,25,6,16,4,77,13,0,27,16,33,45,11,16,74
"sk__Bacteria;k__;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Stenotrophomonas",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,1,0,1
"sk__Bacteria;k__;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Vulcaniibacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"sk__Bacteria;k__;p__Proteobacteria;c__Oligoflexia;o__Bdellovibrionales;f__Bdellovibrionaceae;g__Bdellovibrio",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"sk__Bacteria;k__;p__Proteobacteria;c__Oligoflexia;o__Oligoflexales",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
